date_,product_id,city_name,daily_quantity,pred_lgb,pred_xgb,pred_ensemble,pred_croston,pred_sba,pred_hybrid
2022-07-06,7,Delhi,359.25,283.81080422605766,284.67447,284.39616280916744,252.18097777908275,239.57192889012862,291.40955251022945
2022-07-07,7,Delhi,329.5,283.34840448553706,282.91663,276.5526534505615,252.18097777908275,239.57192889012862,271.17943079831497
2022-07-08,7,Delhi,285.43,284.4091912384478,287.15356,282.9744212789108,252.18097777908275,239.57192889012862,295.15880299331906
2022-07-09,7,Delhi,345.33,330.6235967462188,327.68628,333.964959545494,252.18097777908275,239.57192889012862,235.43394586241158
2022-07-10,7,Delhi,334.67,331.0056460926597,328.34058,333.304566034692,252.18097777908275,239.57192889012862,297.08795996667914
2022-07-01,7,HR-NCR,130.57,154.56393465986645,160.16661,148.851483472808,130.70488413412562,124.16963992741934,0.48113551031646296
2022-07-02,7,HR-NCR,174.91,177.05016455310957,181.02202,185.94028912845823,130.70488413412562,124.16963992741934,139.20197010630147
2022-07-03,7,HR-NCR,163.64,177.23906693816923,181.27957,188.0510572130225,130.70488413412562,124.16963992741934,158.46875268907718
2022-07-04,7,HR-NCR,120.98,154.37503227480678,160.16661,148.96526522961528,130.70488413412562,124.16963992741934,167.1388048513262
2022-07-05,7,HR-NCR,149.78,154.37503227480678,160.16661,149.94105411273608,130.70488413412562,124.16963992741934,149.7987005268281
2022-07-06,7,HR-NCR,117.27,154.37503227480678,160.16661,152.2870535499394,130.70488413412562,124.16963992741934,116.08183100697063
2022-07-07,7,HR-NCR,173.44,154.37503227480678,160.16661,149.74223580493876,130.70488413412562,124.16963992741934,151.72537878510565
2022-07-08,7,HR-NCR,128.82,154.37503227480678,160.16661,150.52709395844266,130.70488413412562,124.16963992741934,129.5239619434284
2022-07-09,7,HR-NCR,144.59,177.05016455310957,181.02202,187.2576061987812,130.70488413412562,124.16963992741934,129.5177651557221
2022-07-10,7,HR-NCR,154.52,177.05016455310957,181.27957,188.30014949689792,130.70488413412562,124.16963992741934,144.9284026674748
2022-07-01,12,Delhi,389.96,603.0631160320376,619.5346,596.2311286000908,395.9596206749408,376.16163964119374,0.48113551031646296
2022-07-02,12,Delhi,1014.84,770.5183989417118,758.8532,752.9203260808588,395.9596206749408,376.16163964119374,680.5985606822985
2022-07-03,12,Delhi,676.33,702.9607732900661,720.3714,717.7746743839648,395.9596206749408,376.16163964119374,796.1992561789526
2022-07-04,12,Delhi,655.29,598.1600005982843,608.3034,585.9911475208953,395.9596206749408,376.16163964119374,1021.6206123974282
2022-07-05,12,Delhi,924.53,625.7515016058068,609.2302,594.0944694032061,395.9596206749408,376.16163964119374,663.2584563578004
2022-07-06,12,Delhi,893.32,629.7115223613217,644.01544,623.4174865273274,395.9596206749408,376.16163964119374,655.55174332469
2022-07-07,12,Delhi,1175.06,657.6169623720872,656.9535,650.002533170135,395.9596206749408,376.16163964119374,373.29337848702613
2022-07-08,12,Delhi,617.91,681.4359176884049,700.48846,680.7745369557308,395.9596206749408,376.16163964119374,282.5207537419486
2022-07-09,12,Delhi,1378.54,760.3946866049539,771.735,777.2475866260982,395.9596206749408,376.16163964119374,561.8519204659584
2022-07-10,12,Delhi,1150.15,784.009012628578,767.9125,743.2896369204739,395.9596206749408,376.16163964119374,674.4900961590328
2022-07-01,12,HR-NCR,205.13,347.36772271175744,357.41302,344.77704456393764,242.98921603383195,230.83975523214033,0.48113551031646296
2022-07-02,12,HR-NCR,458.98,398.093622467406,398.39087,398.1346668414844,242.98921603383195,230.83975523214033,469.6272914009046
2022-07-03,12,HR-NCR,460.93,398.093622467406,401.45078,406.3708850818338,242.98921603383195,230.83975523214033,438.8004392684635
2022-07-04,12,HR-NCR,330.44,365.75163808259424,378.64465,367.1258187583879,242.98921603383195,230.83975523214033,581.3746303810036
2022-07-05,12,HR-NCR,282.46,369.2671780950664,381.24164,373.93423022599495,242.98921603383195,230.83975523214033,367.51334371219343
2022-07-06,12,HR-NCR,495.71,365.5967246378392,380.40503,370.9239266202342,242.98921603383195,230.83975523214033,399.3035349737733
2022-07-07,12,HR-NCR,415.81,371.5704564138175,381.24164,385.8125190156025,242.98921603383195,230.83975523214033,198.92899611290613
2022-07-08,12,HR-NCR,479.76,370.28324978285934,380.46704,369.3894186933229,242.98921603383195,230.83975523214033,197.81476520311935
2022-07-09,12,HR-NCR,483.76,435.9361278143923,438.51514,444.6262404516645,242.98921603383195,230.83975523214033,370.26238417929187
2022-07-10,12,HR-NCR,474.63,431.51223637818526,427.66196,428.7134889907515,242.98921603383195,230.83975523214033,436.68692786084154
2022-07-01,13,Delhi,364.19,482.7283032379207,492.31985,489.74320175002913,327.79712185616563,311.4072657633573,0.48113551031646296
2022-07-02,13,Delhi,394.09,576.1934589765339,564.1042,577.8823237929444,327.79712185616563,311.4072657633573,545.7310826028686
2022-07-03,13,Delhi,753.44,549.3065394943936,538.81616,557.7349150542627,327.79712185616563,311.4072657633573,560.1811695399504
2022-07-04,13,Delhi,212.19,487.9025888522716,484.2516,494.0151079532818,327.79712185616563,311.4072657633573,693.1219693611026
2022-07-05,13,Delhi,638.43,470.5789733928836,471.2247,469.60234782697,327.79712185616563,311.4072657633573,475.4073261757373
2022-07-06,13,Delhi,166.2,485.0616993115664,475.5353,488.118850709284,327.79712185616563,311.4072657633573,439.76377839760227
2022-07-07,13,Delhi,543.06,471.5207242227987,462.05252,470.0616514365279,327.79712185616563,311.4072657633573,341.50318722544625
2022-07-08,13,Delhi,387.83,477.0256246069846,470.45117,469.88376088333473,327.79712185616563,311.4072657633573,408.76155717307336
2022-07-09,13,Delhi,512.12,539.1787156246037,532.48364,538.4452198158829,327.79712185616563,311.4072657633573,396.23350090348947
2022-07-10,13,Delhi,532.96,527.2031967708463,522.86005,531.2695167876357,327.79712185616563,311.4072657633573,475.18455165769643
2022-07-01,13,HR-NCR,273.41,209.35627525239587,209.1118,199.1397021401893,149.9470472126523,142.4496948520197,0.48113551031646296
2022-07-02,13,HR-NCR,246.33,239.52228462326357,239.82419,247.7375396385985,149.9470472126523,142.4496948520197,272.14276992745374
2022-07-03,13,HR-NCR,150.15,241.03377101400605,242.3641,254.92775617875463,149.9470472126523,142.4496948520197,253.83932647381687
2022-07-04,13,HR-NCR,206.2,205.4148760262478,208.16476,199.5609206747459,149.9470472126523,142.4496948520197,306.82297857645
2022-07-05,13,HR-NCR,232.17,208.03167000054663,208.80112,201.88766266499115,149.9470472126523,142.4496948520197,217.232439566543
2022-07-06,13,HR-NCR,224.74,208.03167000054663,211.67415,202.52044135359463,149.9470472126523,142.4496948520197,220.1224569539594
2022-07-07,13,HR-NCR,198.39,208.51537801582623,211.916,203.4355030938949,149.9470472126523,142.4496948520197,168.10214398046503
2022-07-08,13,HR-NCR,207.23,209.05678832267355,213.16354,210.45506091143295,149.9470472126523,142.4496948520197,196.91494314796995
2022-07-09,13,HR-NCR,246.53,238.2797858759525,240.17967,247.27398010842376,149.9470472126523,142.4496948520197,209.44423877509513
2022-07-10,13,HR-NCR,137.43,240.4735155490444,241.1856,252.2228291285584,149.9470472126523,142.4496948520197,211.35387586718042
2022-07-01,14,Delhi,363.12,274.93957184082905,272.67325,272.4644533273068,213.02561184407347,202.3743312518698,0.48113551031646296
2022-07-02,14,Delhi,310.27,326.04097150185754,316.92065,336.1599382681679,213.02561184407347,202.3743312518698,375.2200567453037
2022-07-03,14,Delhi,319.37,324.7380219594842,317.9967,324.4994984027285,213.02561184407347,202.3743312518698,422.42367407310417
2022-07-04,14,Delhi,373.05,282.54355395441826,282.3523,290.36816860129613,213.02561184407347,202.3743312518698,569.8145608313382
2022-07-05,14,Delhi,173.76,278.0288644612271,279.63962,284.3874156297931,213.02561184407347,202.3743312518698,302.96962205989485
2022-07-06,14,Delhi,280.86,277.1067935519274,275.5036,275.1614434502346,213.02561184407347,202.3743312518698,279.84948296056405
2022-07-07,14,Delhi,237.95,277.3245199618651,273.79,274.13941656982354,213.02561184407347,202.3743312518698,261.5460395069271
2022-07-08,14,Delhi,341.58,272.6516386918186,269.80948,267.2570718947788,213.02561184407347,202.3743312518698,266.24220763173383
2022-07-09,14,Delhi,330.99,323.6846100339079,316.38477,323.4299815862308,213.02561184407347,202.3743312518698,247.92358204821653
2022-07-10,14,Delhi,352.87,323.9995341931371,319.30554,326.1203425497524,213.02561184407347,202.3743312518698,280.6297070129822
2022-07-01,17,Delhi,447.44,389.26264787468585,388.9208,391.0014705808795,304.23014075326506,289.0186337156018,0.48113551031646296
2022-07-02,17,Delhi,521.0,445.79746440234817,438.5629,446.09858353032826,304.23014075326506,289.0186337156018,377.1467350035813
2022-07-03,17,Delhi,420.57,445.0808325571069,436.73172,447.7416485326953,304.23014075326506,289.0186337156018,433.0204044936308
2022-07-04,17,Delhi,427.38,390.5855000779642,398.3855,397.3338867668856,304.23014075326506,289.0186337156018,537.0610304406196
2022-07-05,17,Delhi,345.71,390.2705759187351,398.53528,394.4584332915989,304.23014075326506,289.0186337156018,380.0367523909976
2022-07-06,17,Delhi,391.0,390.29908676931103,399.56305,399.8501573568848,304.23014075326506,289.0186337156018,401.2302132320509
2022-07-07,17,Delhi,352.94,391.315158457104,398.06415,396.34242074520375,304.23014075326506,289.0186337156018,369.440021970471
2022-07-08,17,Delhi,417.14,391.30919841193634,389.43607,389.94847605162056,304.23014075326506,289.0186337156018,359.68548347942533
2022-07-09,17,Delhi,412.22,451.0241551844992,443.51138,457.03892361988017,304.23014075326506,289.0186337156018,281.63704333483554
2022-07-10,17,Delhi,353.51,446.90512154429257,435.92526,444.3855344589098,304.23014075326506,289.0186337156018,387.57088488648793
2022-07-01,17,HR-NCR,201.61,179.60455548085784,183.10464,175.2001426655504,153.6381686371897,145.9562602053302,0.48113551031646296
2022-07-02,17,HR-NCR,236.24,208.43949059868115,209.26247,220.24381351714536,153.6381686371897,145.9562602053302,212.41574392084908
2022-07-03,17,HR-NCR,206.58,208.41576433789504,209.3052,220.56602249474085,153.6381686371897,145.9562602053302,178.69887440099166
2022-07-04,17,HR-NCR,201.51,182.16008856492292,183.54439,179.44721651150456,153.6381686371897,145.9562602053302,203.74569175860006
2022-07-05,17,HR-NCR,203.21,184.41946596463404,189.5754,183.2481532576094,153.6381686371897,145.9562602053302,175.80885701357528
2022-07-06,17,HR-NCR,188.22,184.41946596463404,189.5754,184.47479977624383,153.6381686371897,145.9562602053302,196.03897872548976
2022-07-07,17,HR-NCR,173.4,182.2448628577144,184.13173,176.76873003766724,153.6381686371897,145.9562602053302,174.8455178844365
2022-07-08,17,HR-NCR,187.73,182.2448628577144,184.13173,179.43595527524778,153.6381686371897,145.9562602053302,147.8038576037814
2022-07-09,17,HR-NCR,224.98,209.4427820781696,210.38228,222.0586430767621,153.6381686371897,145.9562602053302,193.0916410517903
2022-07-10,17,HR-NCR,239.82,210.95494568926796,214.74886,223.95454163940664,153.6381686371897,145.9562602053302,169.96344612844126
2022-07-01,31,Delhi,730.0,828.7316735059496,832.149,852.6896625632187,575.5295383664971,546.7530614481723,0.48113551031646296
2022-07-02,31,Delhi,1006.39,923.759826875502,929.1717,910.7722947930064,575.5295383664971,546.7530614481723,789.4558822749811
2022-07-03,31,Delhi,696.45,918.1113703828876,928.48035,911.3847565139394,575.5295383664971,546.7530614481723,880.0097604140269
2022-07-04,31,Delhi,762.9,819.3196217564812,823.8031,823.3119966835985,575.5295383664971,546.7530614481723,1115.0645079238905
2022-07-05,31,Delhi,769.2,824.8400138685404,822.7483,828.4790979919509,575.5295383664971,546.7530614481723,756.7023518842625
2022-07-06,31,Delhi,475.97,825.3530214086496,822.33887,835.0486051913558,575.5295383664971,546.7530614481723,689.2686128445475
2022-07-07,31,Delhi,552.28,816.0444287324564,817.4207,817.5701015782132,575.5295383664971,546.7530614481723,358.84329154994435
2022-07-08,31,Delhi,718.12,818.4178858640287,812.47614,829.4283312027602,575.5295383664971,546.7530614481723,318.12928966954314
2022-07-09,31,Delhi,624.1,924.5205840097556,901.00793,901.0922771218142,575.5295383664971,546.7530614481723,679.3523381943679
2022-07-10,31,Delhi,695.22,924.427070754501,906.0352,918.7073454892968,575.5295383664971,546.7530614481723,867.1278675664142
2022-07-01,31,HR-NCR,487.48,693.269816242442,692.6844,678.6139093429102,477.83218630518667,453.9405769899273,0.48113551031646296
2022-07-02,31,HR-NCR,492.13,783.9880515650397,795.8591,784.7654403516517,477.83218630518667,453.9405769899273,727.8021780100989
2022-07-03,31,HR-NCR,654.77,792.561239114903,777.7512,791.4726342511373,477.83218630518667,453.9405769899273,755.7390127551237
2022-07-04,31,HR-NCR,738.44,657.8567362780198,677.54047,677.8723879003433,477.83218630518667,453.9405769899273,864.5963343478063
2022-07-05,31,HR-NCR,675.7,664.8578293721545,678.26013,668.4783451677163,477.83218630518667,453.9405769899273,666.1484737452167
2022-07-06,31,HR-NCR,856.55,687.8279474107017,685.77405,700.3671490254569,477.83218630518667,453.9405769899273,593.8980390598078
2022-07-07,31,HR-NCR,695.37,687.8491704108037,680.8306,682.6420902073152,477.83218630518667,453.9405769899273,294.29956989764577
2022-07-08,31,HR-NCR,592.81,687.9489273568666,679.2495,669.5966792648867,477.83218630518667,453.9405769899273,364.3893975888649
2022-07-09,31,HR-NCR,514.85,792.015837890346,794.4741,782.5118044286096,477.83218630518667,453.9405769899273,573.425003269807
2022-07-10,31,HR-NCR,1146.43,764.3660965763064,739.8542,740.3864214334542,477.83218630518667,453.9405769899273,730.4142694688885
2022-07-01,43,Bengaluru,331.51,341.0560951186454,343.1987,337.6256257978108,225.6195370300238,214.33856017852258,0.48113551031646296
2022-07-02,43,Bengaluru,259.46,395.18936631933457,385.56348,390.48843830956434,225.6195370300238,214.33856017852258,723.9488214935437
2022-07-03,43,Bengaluru,370.66,395.5618557334122,390.9758,396.54321570941306,225.6195370300238,214.33856017852258,268.2894134108986
2022-07-04,43,Bengaluru,593.23,344.5727032160323,347.8167,353.8213697285773,225.6195370300238,214.33856017852258,547.6577608611461
2022-07-05,43,Bengaluru,739.24,349.37646888488945,348.37576,350.7736498951935,225.6195370300238,214.33856017852258,722.985482364405
2022-07-06,43,Bengaluru,988.13,384.9864834847119,388.1604,385.6500927219489,225.6195370300238,214.33856017852258,769.2257605630666
2022-07-07,43,Bengaluru,313.62,393.70178073474784,402.6538,385.965640036082,225.6195370300238,214.33856017852258,404.12023061946724
2022-07-08,43,Bengaluru,225.66,387.9524585749868,402.4067,379.0473183205215,225.6195370300238,214.33856017852258,307.5536283272179
2022-07-09,43,Bengaluru,621.01,448.7947738688764,460.61096,455.1457621452867,225.6195370300238,214.33856017852258,371.28056487963124
2022-07-10,43,Bengaluru,604.55,454.9858244383461,448.0072,436.1063810597461,225.6195370300238,214.33856017852258,246.91996379898694
2022-07-01,43,Delhi,239.65,246.97780907582168,255.73305,248.7095497456044,180.8371253861257,171.7952691168194,0.48113551031646296
2022-07-02,43,Delhi,336.27,289.96224632366267,296.69998,307.8713428423776,180.8371253861257,171.7952691168194,400.2668741029121
2022-07-03,43,Delhi,349.29,286.0953107154759,288.96512,293.6049465473715,180.8371253861257,171.7952691168194,420.49699581482656
2022-07-04,43,Delhi,408.8,250.0527593532857,257.1015,248.51347692737488,180.8371253861257,171.7952691168194,454.21386533468404
2022-07-05,43,Delhi,290.38,269.7347699195544,274.49875,259.8392286052235,180.8371253861257,171.7952691168194,302.0062829307561
2022-07-06,43,Delhi,192.8,271.26565357335494,277.77155,276.93443708045385,180.8371253861257,171.7952691168194,284.6661786062579
2022-07-07,43,Delhi,562.14,266.6173281731508,270.88684,263.1401558236961,180.8371253861257,171.7952691168194,159.43209181821595
2022-07-08,43,Delhi,452.65,289.7647774484742,286.70334,278.67378460372527,180.8371253861257,171.7952691168194,158.34016934417178
2022-07-09,43,Delhi,350.95,331.3751591628775,332.48752,335.4150134480408,180.8371253861257,171.7952691168194,342.3314363825881
2022-07-10,43,Delhi,336.04,332.0904872329512,336.47195,338.220952685806,180.8371253861257,171.7952691168194,371.22076587826564
2022-07-01,43,Mumbai,89.03,284.8444423797222,285.6478,290.77744444947973,234.4511025101303,222.7285473846238,0.48113551031646296
2022-07-02,43,Mumbai,548.34,321.4601506996756,313.4031,327.2423397507331,234.4511025101303,222.7285473846238,391.59682194066306
2022-07-03,43,Mumbai,497.52,338.5916037934596,336.18506,356.4231204231311,234.4511025101303,222.7285473846238,479.26068269229245
2022-07-04,43,Mumbai,693.69,285.6183868247881,292.00827,300.27190453957314,234.4511025101303,222.7285473846238,451.3238479472677
2022-07-05,43,Mumbai,114.83,294.62449342365227,302.29614,292.51247130854983,234.4511025101303,222.7285473846238,289.48287425195184
2022-07-06,43,Mumbai,326.78,290.5747587121075,296.1703,287.4602196864226,234.4511025101303,222.7285473846238,353.06325677511165
2022-07-07,43,Mumbai,235.1,287.3575638620058,293.13885,281.94080145779,234.4511025101303,222.7285473846238,193.14896133807343
2022-07-08,43,Mumbai,286.19,292.67059744079705,295.60257,279.81125826534435,234.4511025101303,222.7285473846238,204.58323609730127
2022-07-09,43,Mumbai,206.8,336.7734570089675,337.8034,343.3283011326125,234.4511025101303,222.7285473846238,296.07225798142224
2022-07-10,43,Mumbai,319.32,334.74411025124016,332.4569,346.85581691421964,234.4511025101303,222.7285473846238,417.46197359508324
2022-07-01,50,Delhi,554.99,787.7757330844286,756.43567,769.827969603195,317.02116518091594,301.1701069218701,0.48113551031646296
2022-07-02,50,Delhi,1327.29,909.0009254869924,893.8563,899.1540002822221,317.02116518091594,301.1701069218701,1168.0481600265236
2022-07-03,50,Delhi,719.71,912.6345073883226,862.9404,891.0977070301833,317.02116518091594,301.1701069218701,950.3335168411581
2022-07-04,50,Delhi,765.42,800.7791727414387,809.9879,825.8965264276633,317.02116518091594,301.1701069218701,1461.866594413853
2022-07-05,50,Delhi,1365.85,770.3766604141042,770.44855,768.5711228963158,317.02116518091594,301.1701069218701,794.2725779206751
2022-07-06,50,Delhi,457.64,775.790435518609,783.5575,789.1057398042199,317.02116518091594,301.1701069218701,916.6166473213008
2022-07-07,50,Delhi,311.35,842.4878848815594,770.96716,788.744461145355,317.02116518091594,301.1701069218701,794.2725779206751
2022-07-08,50,Delhi,529.72,814.4988720252938,831.27795,783.6407990954597,317.02116518091594,301.1701069218701,738.0233830956248
2022-07-09,50,Delhi,383.27,717.9033794823988,759.97095,869.5795051020207,317.02116518091594,301.1701069218701,963.5147630151815
2022-07-10,50,Delhi,625.23,855.5157495625199,810.7547,802.4741494119809,317.02116518091594,301.1701069218701,923.8533340068894
2022-07-01,50,HR-NCR,283.31,280.10438131362326,289.0794,286.86867820151383,133.31218278134278,126.64657364227564,0.48113551031646296
2022-07-02,50,HR-NCR,187.01,311.3578472322894,314.41718,313.3733879817777,133.31218278134278,126.64657364227564,412.7902827817163
2022-07-03,50,HR-NCR,352.96,312.7446419931076,317.26193,317.9395300648883,133.31218278134278,126.64657364227564,320.309726384393
2022-07-04,50,HR-NCR,334.19,267.3854168173556,275.2651,259.6559069880941,133.31218278134278,126.64657364227564,496.6007870167906
2022-07-05,50,HR-NCR,100.84,268.9163004711561,278.25143,274.7167221624711,133.31218278134278,126.64657364227564,305.8596394473112
2022-07-06,50,HR-NCR,238.22,268.3067593387528,275.72498,264.7487829601919,133.31218278134278,126.64657364227564,321.2730655135318
2022-07-07,50,HR-NCR,92.31,266.8775460520279,271.37375,256.29800793485305,133.31218278134278,126.64657364227564,354.9899350333892
2022-07-08,50,HR-NCR,123.91,249.1884835992709,260.43967,271.83927196976657,133.31218278134278,126.64657364227564,295.13029776987014
2022-07-09,50,HR-NCR,201.68,287.1838487400318,292.4245,313.26996162577325,133.31218278134278,126.64657364227564,387.6405987481836
2022-07-10,50,HR-NCR,113.9,282.93413864772845,274.01736,289.0379741557875,133.31218278134278,126.64657364227564,365.4270981704791
2022-07-01,52,Delhi,2626.95,2617.126938900012,2671.9624,2573.547772129899,1474.083418343798,1400.3792474266081,0.48113551031646296
2022-07-02,52,Delhi,2151.61,2660.2614495159787,2652.409,2523.971921996061,1474.083418343798,1400.3792474266081,2819.2114273704005
2022-07-03,52,Delhi,3196.99,2814.8426585872817,2761.629,2659.376535903694,1474.083418343798,1400.3792474266081,2824.0281230160945
2022-07-04,52,Delhi,1863.39,2297.425209098635,2369.1343,2357.520886616825,1474.083418343798,1400.3792474266081,3267.1641224199357
2022-07-05,52,Delhi,1398.81,2250.192686386397,2300.003,2324.614590232125,1474.083418343798,1400.3792474266081,2278.778175923542
2022-07-06,52,Delhi,2145.4,2456.285043244118,2359.0889,2445.9116219588755,1474.083418343798,1400.3792474266081,2134.277306552725
2022-07-07,52,Delhi,3364.46,2497.5063541169125,2453.4014,2453.25871758532,1474.083418343798,1400.3792474266081,2115.010523969949
2022-07-08,52,Delhi,2224.57,2334.948448954377,2335.8667,2362.586272111698,1474.083418343798,1400.3792474266081,2055.340247051054
2022-07-09,52,Delhi,1804.86,2704.0412113333923,2642.2778,2584.312015666759,1474.083418343798,1400.3792474266081,2484.9879494500256
2022-07-10,52,Delhi,2994.84,2673.353246739958,2656.5627,2618.002413313636,1474.083418343798,1400.3792474266081,2703.523405647285
2022-07-01,52,HR-NCR,502.37,817.795323154247,793.4737,811.405735148273,600.7930294111449,570.7533779405876,0.48113551031646296
2022-07-02,52,HR-NCR,838.08,888.7850799302823,867.3327,866.4833671581665,600.7930294111449,570.7533779405876,1109.2844731490577
2022-07-03,52,HR-NCR,1254.2,887.2918738957856,867.7956,867.9194039917692,600.7930294111449,570.7533779405876,1033.1806819470937
2022-07-04,52,HR-NCR,612.97,802.1630682075746,772.85046,800.1568612493022,600.7930294111449,570.7533779405876,1174.7915339304952
2022-07-05,52,HR-NCR,836.78,782.8068109792151,776.186,786.5869457257198,600.7930294111449,570.7533779405876,811.6126822451732
2022-07-06,52,HR-NCR,640.35,794.4086915610345,799.0739,828.7535424572285,600.7930294111449,570.7533779405876,797.1625953080915
2022-07-07,52,HR-NCR,677.76,754.6957039744035,759.80975,766.8920852102336,600.7930294111449,570.7533779405876,867.4863517352227
2022-07-08,52,HR-NCR,859.1,754.6957039744035,757.01306,747.0573702096209,600.7930294111449,570.7533779405876,870.0197439901425
2022-07-09,52,HR-NCR,764.53,847.2596461674882,853.29755,831.1470176648204,600.7930294111449,570.7533779405876,923.9912125333542
2022-07-10,52,HR-NCR,689.08,857.1150060139602,878.50055,875.7052950103632,600.7930294111449,570.7533779405876,954.7725182761542
2022-07-01,52,Mumbai,127.28,154.49490539027488,160.16661,149.1436485030005,82.80555465070555,78.66527691817026,0.48113551031646296
2022-07-02,52,Mumbai,188.02,178.4823494797681,182.65536,187.05607518315705,82.80555465070555,78.66527691817026,202.78235262946123
2022-07-03,52,Mumbai,189.87,177.05016455310957,181.27957,180.6442504738229,82.80555465070555,78.66527691817026,222.04913521223693
2022-07-04,52,Mumbai,109.35,154.37503227480678,160.16661,144.5359637291944,82.80555465070555,78.66527691817026,247.09595256984534
2022-07-05,52,Mumbai,214.73,154.37503227480678,160.16661,148.95875292834,82.80555465070555,78.66527691817026,181.58889178840798
2022-07-06,52,Mumbai,114.03,154.37503227480678,160.16661,148.75811798917147,82.80555465070555,78.66527691817026,184.47890917582436
2022-07-07,52,Mumbai,40.92,154.37503227480678,160.16661,144.34680219818506,82.80555465070555,78.66527691817026,121.86186578180333
2022-07-08,52,Mumbai,92.91,154.99212232881712,160.16661,146.96135767585884,82.80555465070555,78.66527691817026,101.56667779897289
2022-07-09,52,Mumbai,141.04,178.57193600576124,182.65536,186.13998316726105,82.80555465070555,78.66527691817026,175.73759395495307
2022-07-10,52,Mumbai,120.28,177.05016455310957,181.27957,180.926789202386,82.80555465070555,78.66527691817026,213.29976416734746
2022-07-01,56,Delhi,88.64,155.7489488296218,161.0859,151.17354856907434,119.79431731666688,113.80460145083353,0.48113551031646296
2022-07-02,56,Delhi,179.08,177.68052523799227,181.94131,189.4053725537484,119.79431731666688,113.80460145083353,156.54207443079957
2022-07-03,56,Delhi,151.5,177.460670513673,181.54105,190.2925886089978,119.79431731666688,113.80460145083353,203.74569175860006
2022-07-04,56,Delhi,170.2,155.52909410530253,160.42809,153.93420466110285,119.79431731666688,113.80460145083353,202.78235262946123
2022-07-05,56,Delhi,208.26,155.52909410530253,160.42809,153.12751423189064,119.79431731666688,113.80460145083353,178.69887440099166
2022-07-06,56,Delhi,157.16,155.7489488296218,161.0859,155.66051268192302,119.79431731666688,113.80460145083353,162.32210920563227
2022-07-07,56,Delhi,115.86,155.44476931995143,161.0859,153.69156868794133,119.79431731666688,113.80460145083353,157.50541355993835
2022-07-08,56,Delhi,135.15,155.22491459563216,160.42809,152.78724208619883,119.79431731666688,113.80460145083353,180.57535867884832
2022-07-09,56,Delhi,188.05,177.460670513673,181.2835,187.19126210391693,119.79431731666688,113.80460145083353,133.35655922116746
2022-07-10,56,Delhi,199.56,177.460670513673,181.54105,187.7723747442629,119.79431731666688,113.80460145083353,170.9270950969654
2022-07-01,68,Delhi,187.22,154.37503227480678,160.16661,145.47788699014387,108.11658751620621,102.7107581403959,0.48113551031646296
2022-07-02,68,Delhi,168.43,177.05016455310957,181.02202,183.13536220516025,108.11658751620621,102.7107581403959,170.02882223874258
2022-07-03,68,Delhi,113.97,177.05016455310957,181.27957,184.20278410614668,108.11658751620621,102.7107581403959,182.55223091754675
2022-07-04,68,Delhi,135.17,154.37503227480678,160.16661,150.36313492961563,108.11658751620621,102.7107581403959,225.90249172879209
2022-07-05,68,Delhi,155.76,154.37503227480678,160.16661,143.75519429177595,108.11658751620621,102.7107581403959,153.65205704338325
2022-07-06,68,Delhi,93.59,154.37503227480678,160.16661,141.95567141660493,108.11658751620621,102.7107581403959,118.97184839438698
