product_id,city_name,total_periods,active_sales_days,zero_sales_pct,ADI,CV2,mean_non_zero_demand,overall_mean_daily_demand,demand_category
61,Mumbai,91,71,21.98,1.282,0.115,13.75,10.73,Smooth
62,Delhi,91,26,71.43,3.5,0.752,2.81,0.8,Lumpy
62,HR-NCR,91,24,73.63,3.792,0.883,2.33,0.62,Lumpy
63,Bengaluru,91,71,21.98,1.282,0.077,56.7,44.24,Smooth
63,Delhi,91,71,21.98,1.282,0.117,36.58,28.54,Smooth
63,HR-NCR,91,71,21.98,1.282,0.181,22.39,17.47,Smooth
63,Mumbai,91,71,21.98,1.282,0.099,25.01,19.52,Smooth
64,Delhi,91,19,79.12,4.789,0.999,2.37,0.49,Lumpy
64,HR-NCR,91,9,90.11,10.111,0.286,1.56,0.15,Intermittent
65,Delhi,91,25,72.53,3.64,0.384,2.72,0.75,Intermittent
65,HR-NCR,91,16,82.42,5.688,0.337,2.06,0.36,Intermittent
65,Mumbai,91,65,28.57,1.4,0.411,2.88,2.05,Intermittent
66,Delhi,91,71,21.98,1.282,0.139,20.2,15.76,Smooth
66,HR-NCR,91,71,21.98,1.282,0.137,15.14,11.81,Smooth
67,Bengaluru,91,71,21.98,1.282,0.088,19.8,15.45,Smooth
67,Delhi,91,71,21.98,1.282,0.185,12.21,9.53,Smooth
67,HR-NCR,91,71,21.98,1.282,0.198,10.65,8.31,Smooth
67,Mumbai,91,71,21.98,1.282,0.158,8.23,6.42,Smooth
68,Delhi,91,71,21.98,1.282,0.05,127.04,99.12,Smooth
68,HR-NCR,91,71,21.98,1.282,0.08,66.18,51.64,Smooth
69,Mumbai,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
70,Delhi,91,71,21.98,1.282,0.073,104.92,81.86,Smooth
70,HR-NCR,91,71,21.98,1.282,0.071,44.32,34.58,Smooth
71,Bengaluru,91,71,21.98,1.282,0.08,46.75,36.47,Smooth
74,Delhi,91,71,21.98,1.282,0.044,115.56,90.16,Smooth
74,HR-NCR,91,71,21.98,1.282,0.069,51.23,39.97,Smooth
75,Bengaluru,91,71,21.98,1.282,0.122,19.21,14.99,Smooth
75,Mumbai,91,71,21.98,1.282,0.177,9.68,7.55,Smooth
76,Bengaluru,91,71,21.98,1.282,0.276,14.99,11.69,Smooth
76,Delhi,91,71,21.98,1.282,0.103,30.66,23.92,Smooth
76,HR-NCR,91,71,21.98,1.282,0.194,12.46,9.73,Smooth
76,Mumbai,91,71,21.98,1.282,0.224,6.77,5.29,Smooth
77,Delhi,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
77,HR-NCR,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
79,Bengaluru,91,71,21.98,1.282,0.164,19.34,15.09,Smooth
79,Delhi,91,15,83.52,6.067,0.425,1.33,0.22,Intermittent
79,HR-NCR,91,8,91.21,11.375,0.256,1.38,0.12,Intermittent
79,Mumbai,91,71,21.98,1.282,0.175,11.76,9.18,Smooth
80,Bengaluru,91,71,21.98,1.282,0.118,13.92,10.86,Smooth
80,Delhi,91,71,21.98,1.282,0.136,19.2,14.98,Smooth
80,HR-NCR,91,71,21.98,1.282,0.159,9.61,7.49,Smooth
80,Mumbai,91,70,23.08,1.3,0.274,6.31,4.86,Smooth
82,Delhi,91,21,76.92,4.333,0.173,12.1,2.79,Intermittent
82,HR-NCR,91,21,76.92,4.333,0.243,5.19,1.2,Intermittent
83,Bengaluru,91,71,21.98,1.282,0.145,9.77,7.63,Smooth
83,Mumbai,91,70,23.08,1.3,0.254,6.17,4.75,Smooth
84,Delhi,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
86,Delhi,91,71,21.98,1.282,0.06,249.45,194.63,Smooth
86,HR-NCR,91,71,21.98,1.282,0.077,99.94,77.98,Smooth
87,Delhi,91,71,21.98,1.282,0.107,74.96,58.48,Smooth
87,HR-NCR,91,71,21.98,1.282,0.125,36.04,28.12,Smooth
89,Delhi,91,9,90.11,10.111,0.758,1.78,0.18,Lumpy
89,HR-NCR,91,4,95.6,22.75,0.0,1.0,0.04,Intermittent
90,Bengaluru,91,71,21.98,1.282,0.053,88.65,69.16,Smooth
90,Delhi,91,71,21.98,1.282,0.08,90.17,70.35,Smooth
90,HR-NCR,91,71,21.98,1.282,0.056,52.38,40.87,Smooth
90,Mumbai,91,71,21.98,1.282,0.065,56.0,43.69,Smooth
91,Bengaluru,91,71,21.98,1.282,0.11,14.87,11.6,Smooth
91,Delhi,91,71,21.98,1.282,0.124,47.32,36.92,Smooth
91,HR-NCR,91,71,21.98,1.282,0.162,18.13,14.14,Smooth
92,Delhi,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
92,HR-NCR,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
93,Bengaluru,91,71,21.98,1.282,0.076,27.24,21.25,Smooth
93,Delhi,91,71,21.98,1.282,0.063,81.07,63.25,Smooth
93,HR-NCR,91,71,21.98,1.282,0.098,50.56,39.45,Smooth
93,Mumbai,91,71,21.98,1.282,0.098,20.21,15.77,Smooth
94,Delhi,91,8,91.21,11.375,0.183,1.62,0.14,Intermittent
94,HR-NCR,91,5,94.51,18.2,0.327,1.4,0.08,Intermittent
95,Mumbai,91,9,90.11,10.111,0.0,1.0,0.1,Intermittent
97,Bengaluru,91,71,21.98,1.282,0.201,11.08,8.65,Smooth
98,Delhi,91,12,86.81,7.583,0.548,4.75,0.63,Lumpy
98,HR-NCR,91,7,92.31,13.0,0.477,2.29,0.18,Intermittent
99,Bengaluru,91,71,21.98,1.282,0.069,121.9,95.11,Smooth
99,Delhi,91,71,21.98,1.282,0.069,204.54,159.58,Smooth
99,HR-NCR,91,71,21.98,1.282,0.076,114.03,88.97,Smooth
99,Mumbai,91,71,21.98,1.282,0.087,65.82,51.35,Smooth
104,Bengaluru,91,71,21.98,1.282,0.063,146.48,114.29,Smooth
104,Delhi,91,71,21.98,1.282,0.063,303.14,236.52,Smooth
104,HR-NCR,91,71,21.98,1.282,0.091,99.27,77.45,Smooth
104,Mumbai,91,71,21.98,1.282,0.153,20.61,16.08,Smooth
105,Bengaluru,91,71,21.98,1.282,0.042,386.76,301.76,Smooth
105,Delhi,91,71,21.98,1.282,0.067,2052.52,1601.42,Smooth
105,HR-NCR,91,71,21.98,1.282,0.035,642.82,501.54,Smooth
105,Mumbai,91,71,21.98,1.282,0.059,273.83,213.65,Smooth
106,Bengaluru,91,71,21.98,1.282,0.063,85.58,66.77,Smooth
106,Delhi,91,71,21.98,1.282,0.043,320.87,250.35,Smooth
106,HR-NCR,91,71,21.98,1.282,0.044,138.92,108.38,Smooth
106,Mumbai,91,71,21.98,1.282,0.075,42.37,33.05,Smooth
107,Bengaluru,91,13,85.71,7.0,0.755,1.54,0.22,Lumpy
107,Delhi,91,12,86.81,7.583,0.37,1.42,0.19,Intermittent
107,HR-NCR,91,8,91.21,11.375,0.12,1.25,0.11,Intermittent
108,Bengaluru,91,71,21.98,1.282,0.058,27.45,21.42,Smooth
108,Delhi,91,71,21.98,1.282,0.036,116.97,91.26,Smooth
108,HR-NCR,91,71,21.98,1.282,0.045,76.39,59.6,Smooth
108,Mumbai,91,71,21.98,1.282,0.126,10.9,8.51,Smooth
114,Bengaluru,91,71,21.98,1.282,0.326,5.85,4.56,Smooth
114,Delhi,91,19,79.12,4.789,0.672,4.68,0.98,Lumpy
114,HR-NCR,91,18,80.22,5.056,0.488,3.72,0.74,Intermittent
114,Mumbai,91,19,79.12,4.789,0.185,1.21,0.25,Intermittent
115,Bengaluru,91,55,39.56,1.655,0.335,2.15,1.3,Intermittent
115,Delhi,91,71,21.98,1.282,0.207,6.07,4.74,Smooth
115,HR-NCR,91,69,24.18,1.319,0.27,3.32,2.52,Smooth
115,Mumbai,91,53,41.76,1.717,0.44,1.72,1.0,Intermittent
128,Bengaluru,91,29,68.13,3.138,0.136,8.79,2.8,Intermittent
128,Delhi,91,31,65.93,2.935,0.299,18.9,6.44,Intermittent
128,HR-NCR,91,31,65.93,2.935,0.239,10.74,3.66,Intermittent
128,Mumbai,91,20,78.02,4.55,0.122,9.0,1.98,Intermittent
129,Bengaluru,91,71,21.98,1.282,0.094,22.0,17.16,Smooth
129,Delhi,91,71,21.98,1.282,0.039,57.76,45.07,Smooth
129,HR-NCR,91,71,21.98,1.282,0.054,26.62,20.77,Smooth
129,Mumbai,91,71,21.98,1.282,0.104,10.8,8.43,Smooth
131,Delhi,91,20,78.02,4.55,0.085,12.95,2.85,Intermittent
131,HR-NCR,91,18,80.22,5.056,0.354,4.0,0.79,Intermittent
131,Mumbai,91,6,93.41,15.167,0.686,7.33,0.48,Lumpy
135,Delhi,91,1,98.9,91.0,0.0,2.0,0.02,Intermittent
135,HR-NCR,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
135,Mumbai,91,68,25.27,1.338,0.231,3.03,2.26,Intermittent
138,Bengaluru,91,69,24.18,1.319,0.205,6.64,5.03,Smooth
138,Delhi,91,71,21.98,1.282,0.142,16.68,13.01,Smooth
138,HR-NCR,91,71,21.98,1.282,0.245,9.93,7.75,Smooth
138,Mumbai,91,68,25.27,1.338,0.239,5.74,4.29,Intermittent
146,Delhi,91,8,91.21,11.375,0.0,1.0,0.09,Intermittent
146,HR-NCR,91,2,97.8,45.5,0.0,1.0,0.02,Intermittent
149,Bengaluru,91,71,21.98,1.282,0.109,77.03,60.1,Smooth
149,Delhi,91,71,21.98,1.282,0.046,279.52,218.09,Smooth
149,HR-NCR,91,71,21.98,1.282,0.087,117.93,92.01,Smooth
159,Bengaluru,91,68,25.27,1.338,0.207,294.26,219.89,Intermittent
159,Delhi,91,71,21.98,1.282,0.067,1323.75,1032.81,Smooth
159,HR-NCR,91,71,21.98,1.282,0.064,598.49,466.96,Smooth
159,Mumbai,91,71,21.98,1.282,0.08,238.89,186.38,Smooth
160,Bengaluru,91,71,21.98,1.282,0.193,88.56,69.1,Smooth
160,Delhi,91,71,21.98,1.282,0.043,660.13,515.04,Smooth
160,HR-NCR,91,71,21.98,1.282,0.062,230.3,179.68,Smooth
160,Mumbai,91,71,21.98,1.282,0.052,150.07,117.09,Smooth
162,Bengaluru,91,25,72.53,3.64,1.666,13.12,3.6,Lumpy
162,Delhi,91,69,24.18,1.319,0.624,162.91,123.53,Erratic
162,HR-NCR,91,62,31.87,1.468,0.696,102.13,69.58,Lumpy
162,Mumbai,91,71,21.98,1.282,0.075,70.99,55.38,Smooth
163,Bengaluru,91,68,25.27,1.338,0.411,14.26,10.66,Intermittent
166,Bengaluru,91,3,96.7,30.333,0.0,1.0,0.03,Intermittent
166,Delhi,91,1,98.9,91.0,0.0,1.0,0.01,Intermittent
166,HR-NCR,91,5,94.51,18.2,0.0,1.0,0.05,Intermittent
166,Mumbai,91,11,87.91,8.273,0.235,1.27,0.15,Intermittent
168,Bengaluru,91,71,21.98,1.282,0.324,100.66,78.54,Smooth
168,Delhi,91,71,21.98,1.282,0.055,345.58,269.63,Smooth
168,HR-NCR,91,71,21.98,1.282,0.08,187.3,146.13,Smooth
168,Mumbai,91,71,21.98,1.282,0.041,73.52,57.36,Smooth
169,Bengaluru,91,43,52.75,2.116,1.733,6.56,3.1,Lumpy
169,Delhi,91,71,21.98,1.282,0.06,65.06,50.76,Smooth
169,HR-NCR,91,71,21.98,1.282,0.061,47.85,37.33,Smooth
169,Mumbai,91,71,21.98,1.282,0.17,18.66,14.56,Smooth
170,Bengaluru,91,71,21.98,1.282,0.181,56.07,43.75,Smooth
170,Delhi,91,71,21.98,1.282,0.071,106.45,83.05,Smooth
170,HR-NCR,91,71,21.98,1.282,0.087,59.69,46.57,Smooth
170,Mumbai,91,71,21.98,1.282,0.043,78.97,61.62,Smooth
171,Bengaluru,91,60,34.07,1.517,0.304,4.7,3.1,Intermittent
171,Delhi,91,71,21.98,1.282,0.149,11.79,9.2,Smooth
171,HR-NCR,91,71,21.98,1.282,0.104,13.75,10.73,Smooth
171,Mumbai,91,68,25.27,1.338,0.315,6.87,5.13,Intermittent
172,Bengaluru,91,26,71.43,3.5,0.573,7.42,2.12,Lumpy
172,Delhi,91,71,21.98,1.282,0.096,78.1,60.93,Smooth
172,HR-NCR,91,71,21.98,1.282,0.171,34.68,27.05,Smooth
173,Bengaluru,91,49,46.15,1.857,0.432,9.08,4.89,Intermittent
173,Delhi,91,71,21.98,1.282,0.133,22.03,17.19,Smooth
173,HR-NCR,91,71,21.98,1.282,0.126,16.92,13.2,Smooth
173,Mumbai,91,71,21.98,1.282,0.385,8.04,6.27,Smooth
174,Bengaluru,91,71,21.98,1.282,0.197,15.1,11.78,Smooth
174,Delhi,91,71,21.98,1.282,0.038,72.58,56.63,Smooth
174,HR-NCR,91,71,21.98,1.282,0.061,32.58,25.42,Smooth
174,Mumbai,91,63,30.77,1.444,0.303,13.97,9.67,Intermittent
175,Bengaluru,91,52,42.86,1.75,0.366,2.98,1.7,Intermittent
175,Delhi,91,71,21.98,1.282,0.327,4.61,3.59,Smooth
175,HR-NCR,91,65,28.57,1.4,0.309,2.83,2.02,Intermittent
176,Bengaluru,91,71,21.98,1.282,0.237,252.61,197.09,Smooth
176,Delhi,91,71,21.98,1.282,0.067,675.24,526.84,Smooth
176,HR-NCR,91,71,21.98,1.282,0.133,506.48,395.16,Smooth
176,Mumbai,91,71,21.98,1.282,0.04,578.51,451.36,Smooth
179,Bengaluru,91,71,21.98,1.282,0.363,87.99,68.65,Smooth
179,Delhi,91,71,21.98,1.282,0.104,319.93,249.62,Smooth
179,HR-NCR,91,71,21.98,1.282,0.13,202.89,158.3,Smooth
179,Mumbai,91,71,21.98,1.282,0.11,149.38,116.55,Smooth
183,Bengaluru,91,71,21.98,1.282,0.194,18.77,14.65,Smooth
183,Delhi,91,71,21.98,1.282,0.09,47.39,36.98,Smooth
183,HR-NCR,91,71,21.98,1.282,0.118,22.1,17.24,Smooth
183,Mumbai,91,71,21.98,1.282,0.25,9.34,7.29,Smooth
184,Bengaluru,91,71,21.98,1.282,0.201,13.54,10.56,Smooth
184,Delhi,91,71,21.98,1.282,0.078,32.87,25.65,Smooth
184,HR-NCR,91,71,21.98,1.282,0.119,17.23,13.44,Smooth
184,Mumbai,91,70,23.08,1.3,0.23,7.41,5.7,Smooth
187,Delhi,91,71,21.98,1.282,0.109,85.93,67.04,Smooth
187,HR-NCR,91,71,21.98,1.282,0.155,185.82,144.98,Smooth
187,Mumbai,91,71,21.98,1.282,0.188,20.69,16.14,Smooth
191,Bengaluru,91,71,21.98,1.282,0.107,243.68,190.12,Smooth
191,Delhi,91,20,78.02,4.55,1.042,13.95,3.07,Lumpy
191,HR-NCR,91,19,79.12,4.789,0.685,9.79,2.04,Lumpy
192,Delhi,91,71,21.98,1.282,0.026,1190.59,928.92,Smooth
192,HR-NCR,91,71,21.98,1.282,0.084,886.34,691.54,Smooth
196,Mumbai,91,38,58.24,2.395,0.468,11.89,4.97,Intermittent
198,Delhi,91,71,21.98,1.282,0.179,230.76,180.04,Smooth
198,HR-NCR,91,68,25.27,1.338,0.279,106.54,79.62,Intermittent
198,Mumbai,91,15,83.52,6.067,0.642,13.87,2.29,Lumpy
201,Delhi,91,67,26.37,1.358,0.427,292.16,215.11,Intermittent
201,HR-NCR,91,64,29.67,1.422,0.27,208.12,146.37,Intermittent
201,Mumbai,91,26,71.43,3.5,0.979,11.54,3.3,Lumpy
203,Bengaluru,91,71,21.98,1.282,0.075,191.92,149.74,Smooth
203,Delhi,91,71,21.98,1.282,0.028,714.06,557.12,Smooth
203,HR-NCR,91,71,21.98,1.282,0.066,383.14,298.93,Smooth
203,Mumbai,91,66,27.47,1.379,0.454,31.26,22.67,Intermittent
209,Delhi,91,2,97.8,45.5,0.0,2.0,0.04,Intermittent
209,Mumbai,91,70,23.08,1.3,0.329,5.41,4.16,Smooth
214,Bengaluru,91,71,21.98,1.282,0.382,6.69,5.22,Smooth
214,Delhi,91,71,21.98,1.282,0.146,10.2,7.96,Smooth
214,HR-NCR,91,69,24.18,1.319,0.304,5.09,3.86,Smooth
214,Mumbai,91,55,39.56,1.655,0.362,2.13,1.29,Intermittent
217,Delhi,91,71,21.98,1.282,0.036,117.1,91.36,Smooth
217,HR-NCR,91,71,21.98,1.282,0.054,56.97,44.45,Smooth
217,Mumbai,91,71,21.98,1.282,0.126,15.31,11.95,Smooth
227,Bengaluru,91,71,21.98,1.282,0.198,7.45,5.81,Smooth
227,Delhi,91,71,21.98,1.282,0.074,32.46,25.33,Smooth
227,HR-NCR,91,71,21.98,1.282,0.11,16.44,12.82,Smooth
227,Mumbai,91,68,25.27,1.338,0.273,4.16,3.11,Intermittent
228,HR-NCR,91,3,96.7,30.333,0.08,1.67,0.05,Intermittent
230,Bengaluru,91,71,21.98,1.282,0.219,6.58,5.13,Smooth
230,Delhi,91,71,21.98,1.282,0.213,13.0,10.14,Smooth
230,HR-NCR,91,71,21.98,1.282,0.212,7.72,6.02,Smooth
230,Mumbai,91,71,21.98,1.282,0.339,5.96,4.65,Smooth
232,Bengaluru,91,71,21.98,1.282,0.103,40.58,31.66,Smooth
232,Delhi,91,71,21.98,1.282,0.091,46.23,36.07,Smooth
232,HR-NCR,91,71,21.98,1.282,0.072,29.42,22.96,Smooth
232,Mumbai,91,71,21.98,1.282,0.129,15.77,12.31,Smooth
233,Bengaluru,91,71,21.98,1.282,0.29,11.79,9.2,Smooth
233,Delhi,91,63,30.77,1.444,0.461,11.05,7.65,Intermittent
233,HR-NCR,91,56,38.46,1.625,0.437,6.84,4.21,Intermittent
233,Mumbai,91,69,24.18,1.319,0.305,5.35,4.05,Smooth
234,Bengaluru,91,56,38.46,1.625,0.213,2.66,1.64,Intermittent
234,Delhi,91,9,90.11,10.111,0.118,1.44,0.14,Intermittent
234,HR-NCR,91,5,94.51,18.2,0.111,1.2,0.07,Intermittent
234,Mumbai,91,7,92.31,13.0,0.215,1.57,0.12,Intermittent
237,Bengaluru,91,57,37.36,1.596,0.56,3.72,2.33,Lumpy
237,Delhi,91,29,68.13,3.138,0.891,3.41,1.09,Lumpy
237,HR-NCR,91,19,79.12,4.789,0.567,3.11,0.65,Lumpy
237,Mumbai,91,53,41.76,1.717,0.93,6.19,3.6,Lumpy
240,Delhi,91,8,91.21,11.375,0.086,1.12,0.1,Intermittent
240,HR-NCR,91,4,95.6,22.75,0.12,1.25,0.05,Intermittent
243,Bengaluru,91,71,21.98,1.282,0.1,13.15,10.26,Smooth
243,Delhi,91,71,21.98,1.282,0.054,110.8,86.45,Smooth
243,HR-NCR,91,71,21.98,1.282,0.074,57.77,45.08,Smooth
243,Mumbai,91,71,21.98,1.282,0.053,24.23,18.9,Smooth
244,Bengaluru,91,61,32.97,1.492,0.526,3.3,2.21,Lumpy
244,Delhi,91,71,21.98,1.282,0.161,12.28,9.58,Smooth
244,HR-NCR,91,71,21.98,1.282,0.132,12.37,9.65,Smooth
244,Mumbai,91,69,24.18,1.319,0.318,3.84,2.91,Smooth
246,Bengaluru,91,67,26.37,1.358,0.427,2.93,2.15,Intermittent
246,Delhi,91,71,21.98,1.282,0.076,12.23,9.54,Smooth
246,HR-NCR,91,71,21.98,1.282,0.201,6.37,4.97,Smooth
246,Mumbai,91,71,21.98,1.282,0.213,4.03,3.14,Smooth
247,Bengaluru,91,69,24.18,1.319,0.288,4.42,3.35,Smooth
247,Delhi,91,71,21.98,1.282,0.064,31.1,24.26,Smooth
247,HR-NCR,91,71,21.98,1.282,0.126,11.55,9.01,Smooth
247,Mumbai,91,52,42.86,1.75,0.404,2.27,1.3,Intermittent
248,Bengaluru,91,71,21.98,1.282,0.408,14.99,11.69,Smooth
248,Delhi,91,71,21.98,1.282,0.093,72.34,56.44,Smooth
248,HR-NCR,91,71,21.98,1.282,0.078,39.0,30.43,Smooth
248,Mumbai,91,71,21.98,1.282,0.162,10.08,7.87,Smooth
250,Bengaluru,91,71,21.98,1.282,0.184,17.41,13.58,Smooth
250,Delhi,91,71,21.98,1.282,0.058,69.48,54.21,Smooth
250,HR-NCR,91,71,21.98,1.282,0.063,39.41,30.75,Smooth
250,Mumbai,91,71,21.98,1.282,0.186,7.35,5.74,Smooth
253,Bengaluru,91,66,27.47,1.379,0.33,3.67,2.66,Intermittent
253,Delhi,91,71,21.98,1.282,0.066,21.25,16.58,Smooth
253,HR-NCR,91,71,21.98,1.282,0.195,8.83,6.89,Smooth
253,Mumbai,91,59,35.16,1.542,0.551,3.07,1.99,Lumpy
254,Bengaluru,91,71,21.98,1.282,0.211,23.39,18.25,Smooth
