product_id,total_rows,total_qty,total_revenue,first_date,last_date,active_days,num_cities,cities,num_months,months,min_price,max_price,avg_price,median_price,min_qty,max_qty,avg_qty,std_price,classification
363834,7163,10637.0,891117.0,2022-05-02,2022-06-20,36,2,"Delhi, HR-NCR",2,"2022-05, 2022-06",77.0,96.0,83.88943180231746,81.0,0,14,1.4849923216529388,5.762114104064556,A_recurring_strong_evidence
260232,7057,7774.0,466440.0,2022-04-01,2022-05-21,39,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-04, 2022-05",60.0,60.0,60.0,60.0,0,15,1.1016012469888055,0.0,A_recurring_strong_evidence
260233,6708,7267.0,435900.0,2022-04-02,2022-05-21,37,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-04, 2022-05",50.0,60.0,59.98360166964818,60.0,0,6,1.0833333333333333,0.40464652199448475,A_recurring_strong_evidence
366719,6694,10168.0,193931.0,2022-04-23,2022-05-21,29,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-04, 2022-05",19.0,20.0,19.079623543471765,19.0,0,20,1.518972213922916,0.27072972517303695,A_recurring_strong_evidence
429819,6687,8209.0,328403.0,2022-05-01,2022-06-20,41,3,"Bengaluru, Delhi, HR-NCR",2,"2022-06, 2022-05",40.0,41.0,40.00523403618962,40.0,0,16,1.227605802302976,0.07216245417532537,A_recurring_strong_evidence
476153,6148,6856.0,523684.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-04, 2022-05, 2022-07, 2022-06",73.0,85.0,76.35377358490567,77.0,0,7,1.1151594014313597,1.49003208563035,A_recurring_strong_evidence
392375,5728,10548.0,876725.0,2022-05-14,2022-06-20,28,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",67.0,89.0,83.13791899441341,83.0,0,27,1.8414804469273742,0.9770407845513376,A_recurring_strong_evidence
453599,5092,8240.0,238208.0,2022-05-01,2022-06-08,29,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",20.0,30.0,28.931657501963866,29.0,0,35,1.6182246661429693,0.7653640489451297,A_recurring_strong_evidence
482137,5017,5836.0,1164468.0,2022-04-02,2022-06-20,69,2,"Delhi, HR-NCR",3,"2022-06, 2022-04, 2022-05",188.0,206.0,199.56328483157264,201.0,0,14,1.16324496711182,2.876240356041353,A_recurring_strong_evidence
396515,4873,5577.0,422869.0,2022-05-14,2022-05-21,8,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,69.0,79.0,75.91196388261851,73.0,1,24,1.144469525959368,3.0316892447703436,A_recurring_moderate_evidence
341821,4852,5253.0,315060.0,2022-04-01,2022-05-21,38,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",50.0,60.0,59.975267930750206,60.0,0,10,1.0826463314097279,0.49674930760003894,A_recurring_strong_evidence
404177,4704,5698.0,398736.0,2022-04-02,2022-06-20,68,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-04, 2022-05, 2022-06",60.0,71.0,69.98214285714286,70.0,0,15,1.2113095238095237,0.43854765816236463,A_recurring_strong_evidence
476160,4699,4801.0,1117817.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-05, 2022-04, 2022-06, 2022-07",207.0,248.0,232.85656522664397,234.0,0,3,1.0217067461161948,6.734099019518045,A_recurring_strong_evidence
19734,4287,4461.0,310197.0,2022-04-01,2022-07-10,80,3,"Bengaluru, Delhi, HR-NCR",4,"2022-07, 2022-05, 2022-06, 2022-04",37.0,75.0,69.53440634476324,70.0,0,4,1.040587823652904,1.9309519957593664,A_recurring_strong_evidence
476158,4273,4430.0,1034234.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-05, 2022-07, 2022-04, 2022-06",168.0,248.0,233.43061081207583,234.0,0,5,1.0367423355956003,5.589911912839119,A_recurring_strong_evidence
387693,4223,5430.0,104014.0,2022-04-14,2022-05-21,38,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",19.0,20.0,19.168600520956666,19.0,0,15,1.285815770779067,0.3744430346978582,A_recurring_strong_evidence
396434,4136,4677.0,581225.0,2022-04-06,2022-05-21,46,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",120.0,125.0,124.28675048355899,125.0,0,10,1.1308027079303675,1.7487887621386937,A_recurring_strong_evidence
476157,4086,4728.0,295863.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-06, 2022-04, 2022-07, 2022-05",60.0,70.0,62.57782672540382,63.0,0,8,1.15712187958884,1.0765954658743198,A_recurring_strong_evidence
386453,4080,4948.0,143715.0,2022-05-01,2022-05-21,21,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,29.0,30.0,29.043382352941176,29.0,0,11,1.2127450980392156,0.20374125388899955,A_recurring_moderate_evidence
396483,4058,4589.0,350973.0,2022-05-14,2022-05-21,8,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,63.0,79.0,76.48102513553475,79.0,0,12,1.1308526367668803,3.1984343800474626,A_recurring_moderate_evidence
467660,3982,5018.0,160391.0,2022-04-01,2022-07-07,35,3,"Delhi, HR-NCR, Mumbai",4,"2022-07, 2022-06, 2022-05, 2022-04",19.0,55.0,32.18056253139126,31.0,0,9,1.2601707684580612,5.95898177864423,A_recurring_strong_evidence
482578,3963,5036.0,94738.0,2022-04-15,2022-06-20,57,1,Bengaluru,3,"2022-04, 2022-05, 2022-06",17.0,20.0,18.83017915720414,19.0,0,10,1.2707544789301035,0.8253172447410938,A_recurring_moderate_evidence
405596,3886,4437.0,528003.0,2022-04-02,2022-04-30,29,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-04,119.0,119.0,119.0,119.0,0,10,1.1417910447761195,0.0,A_recurring_moderate_evidence
484639,3739,6108.0,125121.0,2022-05-21,2022-07-06,27,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-07, 2022-05, 2022-06",19.0,29.0,20.86787911206205,19.0,0,20,1.6335918694838192,3.851744661825772,A_recurring_strong_evidence
483584,3640,3941.0,228578.0,2022-05-04,2022-05-15,12,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,58.0,58.0,58.0,58.0,0,7,1.0826923076923076,0.0,A_recurring_moderate_evidence
480590,3302,5167.0,152965.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-07, 2022-06, 2022-05, 2022-04",19.0,35.0,29.636583888552394,30.0,0,14,1.56480920654149,1.6707020318075854,A_recurring_strong_evidence
476151,3288,3629.0,321097.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-07, 2022-05, 2022-04, 2022-06",65.0,90.0,88.49422141119221,90.0,0,6,1.1037104622871046,3.5475770281354695,A_recurring_strong_evidence
482481,3072,3987.0,275103.0,2022-04-15,2022-05-21,37,2,"Delhi, HR-NCR",2,"2022-04, 2022-05",69.0,69.0,69.0,69.0,0,6,1.2978515625,0.0,A_recurring_strong_evidence
459704,2949,3883.0,155334.0,2022-05-01,2022-06-20,40,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",40.0,41.0,40.00440827399118,40.0,0,13,1.3167175313665649,0.06625956431848322,A_recurring_strong_evidence
424388,2920,2998.0,771962.0,2022-04-23,2022-06-20,49,1,Bengaluru,3,"2022-05, 2022-04, 2022-06",138.0,301.0,257.47568493150686,251.0,0,5,1.0267123287671234,16.601059018772084,A_recurring_moderate_evidence
481264,2775,4189.0,418900.0,2022-04-02,2022-04-30,29,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-04,100.0,100.0,100.0,100.0,0,24,1.5095495495495495,0.0,A_recurring_moderate_evidence
449066,2764,3528.0,246968.0,2022-04-01,2022-06-20,50,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-04, 2022-06",70.0,71.0,70.00289435600578,70.0,0,13,1.276410998552822,0.05373102658822323,A_recurring_strong_evidence
481477,2704,3291.0,154762.0,2022-04-06,2022-05-21,44,3,"Bengaluru, Delhi, HR-NCR",2,"2022-04, 2022-05",47.0,48.0,47.02551775147929,47.0,0,19,1.217085798816568,0.1577206247363755,A_recurring_strong_evidence
481542,2652,3548.0,195140.0,2022-04-14,2022-05-21,38,1,Bengaluru,2,"2022-05, 2022-04",55.0,55.0,55.0,55.0,0,6,1.3378582202111613,0.0,A_recurring_moderate_evidence
456798,2617,3187.0,95610.0,2022-04-02,2022-07-09,30,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-06, 2022-04, 2022-05, 2022-07",30.0,30.0,30.0,30.0,0,19,1.2178066488345434,0.0,A_recurring_strong_evidence
483053,2597,2813.0,346031.0,2022-04-23,2022-07-10,59,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-04, 2022-05, 2022-07, 2022-06",109.0,127.0,123.08702348864074,125.0,0,6,1.0831728917982286,3.8078022190540124,A_recurring_strong_evidence
403113,2564,3335.0,57686.0,2022-04-15,2022-05-21,37,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-04, 2022-05",17.0,20.0,17.345553822152887,17.0,0,21,1.3007020280811232,0.9234955631929395,A_recurring_strong_evidence
351214,2562,2837.0,276499.0,2022-05-06,2022-06-18,34,1,Bengaluru,2,"2022-05, 2022-06",81.0,113.0,97.47501951600313,100.0,0,5,1.1073380171740828,6.2396779660712465,A_recurring_moderate_evidence
484074,2529,2905.0,269900.0,2022-06-01,2022-07-10,30,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-07",78.0,100.0,92.96006326611308,100.0,0,7,1.1486753657572162,8.153709414198282,A_recurring_strong_evidence
414375,2489,3140.0,627902.0,2022-05-10,2022-06-20,22,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-06",180.0,202.0,199.97428686219365,200.0,0,10,1.2615508236239454,0.9122148850216936,A_recurring_strong_evidence
476149,2484,2544.0,703538.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-05, 2022-07, 2022-04, 2022-06",250.0,293.0,276.53663446054753,277.0,0,4,1.0241545893719808,6.302601162955442,A_recurring_strong_evidence
438258,2454,2631.0,315700.0,2022-05-14,2022-06-20,28,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",100.0,122.0,119.99022004889976,120.0,0,5,1.0721271393643033,0.8353593398843382,A_recurring_strong_evidence
482116,2417,2869.0,200836.0,2022-04-02,2022-06-20,67,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-04, 2022-06, 2022-05",70.0,71.0,70.00206868018205,70.0,0,15,1.1870086884567645,0.045445079104948785,A_recurring_strong_evidence
485594,2415,3182.0,235468.0,2022-06-01,2022-06-08,8,2,"Delhi, HR-NCR",1,2022-06,74.0,74.0,74.0,74.0,0,15,1.3175983436853003,0.0,A_recurring_moderate_evidence
405097,2327,2539.0,261373.0,2022-05-01,2022-06-08,10,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-06",99.0,103.0,102.93811774817361,103.0,1,10,1.091104426299957,0.49376549715527757,A_recurring_strong_evidence
482482,2312,2639.0,182091.0,2022-04-15,2022-05-21,37,2,"Delhi, HR-NCR",2,"2022-05, 2022-04",69.0,69.0,69.0,69.0,0,5,1.1414359861591696,0.0,A_recurring_strong_evidence
431439,2220,4107.0,437149.0,2022-05-14,2022-06-20,28,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-06",99.0,113.0,106.41621621621621,105.0,1,22,1.85,3.061294825725183,A_recurring_strong_evidence
404179,2115,2692.0,188446.0,2022-05-07,2022-06-20,35,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-06",70.0,71.0,70.00236406619385,70.0,0,15,1.2728132387706856,0.048575642370513726,A_recurring_strong_evidence
483054,2106,2224.0,273657.0,2022-04-23,2022-07-10,59,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-07, 2022-06, 2022-05, 2022-04",109.0,127.0,123.09164292497626,125.0,0,5,1.0560303893637226,3.509154158086524,A_recurring_strong_evidence
483411,2104,3127.0,185038.0,2022-05-01,2022-05-21,21,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,0.0,60.0,59.19819391634981,59.0,0,18,1.486216730038023,1.3573128639320424,A_recurring_moderate_evidence
482255,2091,2284.0,180424.0,2022-04-09,2022-05-21,40,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",75.0,79.0,78.99426111908178,79.0,0,10,1.0923003347680535,0.15143829325697214,A_recurring_strong_evidence
483211,2054,2428.0,160256.0,2022-05-01,2022-07-06,35,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-05, 2022-07, 2022-06",41.0,69.0,66.08763388510224,67.0,0,6,1.1820837390457644,2.5030158040423407,A_recurring_strong_evidence
411800,2050,2557.0,88886.0,2022-04-15,2022-05-21,37,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",33.0,36.0,34.78829268292683,35.0,0,7,1.2473170731707317,0.8714659578887906,A_recurring_strong_evidence
478908,2048,2022.0,13.0,2022-04-06,2022-06-19,15,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-04, 2022-06, 2022-05",0.0,1.0,0.00634765625,0.0,0,1,0.9873046875,0.07943830802577587,A_recurring_strong_evidence
428035,2047,2257.0,162522.0,2022-06-01,2022-06-20,20,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-06,72.0,73.0,72.00830483634587,72.0,0,7,1.1025891548607718,0.09077384749535797,A_recurring_moderate_evidence
396486,2017,2201.0,169306.0,2022-05-13,2022-05-21,9,3,"Bengaluru, Delhi, HR-NCR",1,2022-05,72.0,79.0,76.99157164105107,79.0,0,6,1.091224590976698,2.832707977022031,A_recurring_moderate_evidence
328740,1998,2136.0,203951.0,2022-04-14,2022-05-21,31,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-04, 2022-05",64.0,96.0,95.47847847847848,96.0,0,12,1.0690690690690692,1.7869182697150012,A_recurring_strong_evidence
411799,1980,2540.0,88512.0,2022-04-14,2022-05-21,38,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",27.0,36.0,34.87070707070707,35.0,0,10,1.2828282828282829,0.9893063933992952,A_recurring_strong_evidence
482468,1955,2211.0,101020.0,2022-04-15,2022-06-20,57,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-05, 2022-04, 2022-06",36.0,71.0,45.71662404092071,47.0,0,10,1.1309462915601023,3.971817924414866,A_recurring_strong_evidence
483301,1925,3389.0,64457.0,2022-05-02,2022-07-06,26,3,"Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-07",19.0,20.0,19.024415584415586,19.0,0,16,1.7605194805194806,0.15437565815841475,A_recurring_strong_evidence
483163,1915,1986.0,196558.0,2022-05-01,2022-06-08,10,2,"Delhi, HR-NCR",2,"2022-05, 2022-06",95.0,99.0,98.97075718015665,99.0,1,4,1.0370757180156658,0.34084718511255196,A_recurring_strong_evidence
404238,1868,2258.0,58811.0,2022-05-01,2022-05-21,21,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,26.0,29.0,26.04710920770878,26.0,0,13,1.208779443254818,0.25336977950070405,A_recurring_moderate_evidence
483215,1858,2088.0,204854.0,2022-05-01,2022-05-06,6,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,89.0,99.0,98.10441334768568,99.0,0,8,1.123789020452099,1.0162237558183704,A_recurring_moderate_evidence
483161,1816,2028.0,107441.0,2022-05-01,2022-05-21,21,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,49.0,64.0,53.12830396475771,49.0,0,7,1.1167400881057268,6.565923599476778,A_recurring_moderate_evidence
477369,1806,1801.0,0.0,2022-04-21,2022-06-10,21,1,HR-NCR,3,"2022-06, 2022-04, 2022-05",0.0,0.0,0.0,0.0,0,1,0.9972314507198228,0.0,A_recurring_moderate_evidence
483285,1794,2199.0,162720.0,2022-05-02,2022-05-21,20,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,71.0,74.0,73.99665551839465,74.0,0,6,1.225752508361204,0.10013914778057453,A_recurring_moderate_evidence
483164,1792,2059.0,273118.0,2022-05-01,2022-07-06,35,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-07, 2022-05",101.0,139.0,132.86997767857142,135.0,0,7,1.1489955357142858,3.968518267724851,A_recurring_strong_evidence
405058,1787,2728.0,160943.0,2022-06-04,2022-06-08,5,3,"Delhi, HR-NCR, Mumbai",1,2022-06,50.0,59.0,58.99496362618915,59.0,0,15,1.5265808617795187,0.21290224117586365,A_recurring_moderate_evidence
483371,1773,2223.0,197757.0,2022-05-01,2022-05-21,21,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,44.0,89.0,88.9746192893401,89.0,0,11,1.2538071065989849,1.0687057498186445,A_recurring_moderate_evidence
389638,1756,1867.0,207237.0,2022-06-01,2022-06-07,7,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-06,111.0,111.0,111.0,111.0,0,8,1.0632118451025057,0.0,A_recurring_moderate_evidence
407789,1752,2028.0,311890.0,2022-05-03,2022-05-21,19,3,"Delhi, HR-NCR, Mumbai",1,2022-05,152.0,162.0,153.82191780821918,152.0,0,11,1.1575342465753424,2.763104218213757,A_recurring_moderate_evidence
483257,1741,2047.0,211160.0,2022-05-01,2022-05-17,16,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-05,71.0,111.0,103.8248133256749,111.0,0,6,1.1757610568638714,15.313197074245238,A_recurring_moderate_evidence
438261,1738,1842.0,221008.0,2022-05-14,2022-06-20,28,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",100.0,122.0,119.99194476409666,120.0,0,6,1.0598388952819333,0.7003113160421672,A_recurring_strong_evidence
482193,1724,1683.0,0.0,2022-04-13,2022-06-20,38,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-04, 2022-05",0.0,0.0,0.0,0.0,0,1,0.9762180974477959,0.0,A_recurring_strong_evidence
476150,1721,1986.0,133732.0,2022-04-01,2022-07-10,81,4,"Bengaluru, Delhi, HR-NCR, Mumbai",4,"2022-05, 2022-04, 2022-06, 2022-07",64.0,68.0,67.30505520046485,68.0,0,6,1.1539802440441604,1.5159704121637045,A_recurring_strong_evidence
482166,1699,2128.0,310429.0,2022-04-06,2022-04-30,25,3,"Bengaluru, Delhi, HR-NCR",1,2022-04,139.0,146.0,145.8599175985874,146.0,0,19,1.2525014714537963,0.9805710904397772,A_recurring_moderate_evidence
456700,1695,2418.0,269941.0,2022-05-01,2022-06-07,16,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",0.0,119.0,111.45545722713864,114.0,0,25,1.4265486725663716,6.311492629272089,A_recurring_strong_evidence
482256,1686,1777.0,140375.0,2022-04-08,2022-05-21,41,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",75.0,79.0,78.99525504151839,79.0,0,7,1.0539739027283512,0.13772643148668867,A_recurring_strong_evidence
482194,1655,1630.0,0.0,2022-04-13,2022-06-20,41,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-05, 2022-04",0.0,0.0,0.0,0.0,0,1,0.9848942598187311,0.0,A_recurring_strong_evidence
481582,1614,1885.0,66463.0,2022-04-14,2022-05-21,38,2,"Delhi, HR-NCR",2,"2022-04, 2022-05",33.0,39.0,35.28810408921933,35.0,0,4,1.167905824039653,0.6868852032189383,A_recurring_strong_evidence
448554,1540,1650.0,82500.0,2022-05-01,2022-06-20,41,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",50.0,50.0,50.0,50.0,0,5,1.0714285714285714,0.0,A_recurring_strong_evidence
378236,1537,1840.0,139746.0,2022-04-23,2022-05-21,29,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",75.0,79.0,75.96421600520495,76.0,0,7,1.1971372804163956,0.6955175869293575,A_recurring_strong_evidence
482471,1525,1707.0,77378.0,2022-04-15,2022-06-20,57,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-04, 2022-05",35.0,55.0,45.28065573770492,45.0,0,10,1.119344262295082,4.158433809525359,A_recurring_strong_evidence
455221,1505,1755.0,124352.0,2022-04-09,2022-06-20,44,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-04, 2022-05",70.0,75.0,70.80664451827242,70.0,0,15,1.1661129568106312,1.607564720830993,A_recurring_strong_evidence
483169,1502,1616.0,274606.0,2022-05-01,2022-07-06,35,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-07, 2022-06, 2022-05",163.0,189.0,169.95672436751,171.0,0,5,1.0758988015978694,4.523842167592415,A_recurring_strong_evidence
483322,1501,1512.0,601141.0,2022-05-03,2022-06-08,27,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",312.0,404.0,397.6282478347768,398.0,0,2,1.0073284477015323,6.792866959382496,A_recurring_strong_evidence
404020,1470,2040.0,142666.0,2022-04-02,2022-06-20,67,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-05, 2022-04, 2022-06",60.0,71.0,69.9360544217687,70.0,0,11,1.3877551020408163,0.8250622913737313,A_recurring_strong_evidence
483348,1469,1948.0,173342.0,2022-05-01,2022-06-08,10,1,Bengaluru,2,"2022-06, 2022-05",74.0,89.0,88.97957794417971,89.0,0,20,1.326072157930565,0.553283078606053,A_recurring_moderate_evidence
482190,1446,1423.0,0.0,2022-04-13,2022-06-20,39,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-04, 2022-05",0.0,0.0,0.0,0.0,0,1,0.9840940525587828,0.0,A_recurring_strong_evidence
483294,1434,1491.0,131069.0,2022-05-01,2022-06-08,10,2,"Delhi, HR-NCR",2,"2022-06, 2022-05",73.0,89.0,87.91910739191074,89.0,0,4,1.0397489539748954,3.9909717073914,A_recurring_strong_evidence
405624,1431,1841.0,145623.0,2022-05-01,2022-05-21,21,3,"Delhi, HR-NCR, Mumbai",1,2022-05,79.0,80.0,79.10272536687631,79.0,0,11,1.286512928022362,0.30370598022759093,A_recurring_moderate_evidence
485597,1413,1806.0,139062.0,2022-06-01,2022-06-08,8,2,"Delhi, HR-NCR",1,2022-06,77.0,77.0,77.0,77.0,0,7,1.2781316348195328,0.0,A_recurring_moderate_evidence
481294,1413,1464.0,219600.0,2022-04-30,2022-05-21,22,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-04",150.0,150.0,150.0,150.0,0,8,1.0360934182590233,0.0,A_recurring_strong_evidence
459703,1391,1819.0,72765.0,2022-06-02,2022-06-20,19,4,"Bengaluru, Delhi, HR-NCR, Mumbai",1,2022-06,40.0,41.0,40.00359453630482,40.0,1,13,1.3076923076923077,0.059868124368901904,A_recurring_moderate_evidence
438260,1390,1470.0,176396.0,2022-05-14,2022-06-20,28,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-06, 2022-05",100.0,122.0,119.99712230215827,120.0,0,5,1.0575539568345325,0.7923266306966062,A_recurring_strong_evidence
432432,1382,1564.0,160919.0,2022-05-02,2022-05-21,20,3,"Delhi, HR-NCR, Mumbai",1,2022-05,89.0,119.0,102.93849493487699,104.0,0,10,1.1316931982633864,4.75357802428039,A_recurring_moderate_evidence
482488,1371,1692.0,94714.0,2022-04-14,2022-06-08,45,2,"Delhi, HR-NCR",3,"2022-06, 2022-04, 2022-05",53.0,61.0,55.9598832968636,55.0,0,5,1.2341356673960613,1.080954424627728,A_recurring_strong_evidence
482191,1370,1354.0,0.0,2022-04-13,2022-06-20,35,4,"Bengaluru, Delhi, HR-NCR, Mumbai",3,"2022-06, 2022-04, 2022-05",0.0,0.0,0.0,0.0,0,1,0.9883211678832117,0.0,A_recurring_strong_evidence
448553,1361,1446.0,72300.0,2022-05-01,2022-06-20,41,4,"Bengaluru, Delhi, HR-NCR, Mumbai",2,"2022-05, 2022-06",50.0,50.0,50.0,50.0,0,5,1.0624540778839089,0.0,A_recurring_strong_evidence
478118,1358,1386.0,69240.0,2022-05-06,2022-05-21,16,1,Bengaluru,1,2022-05,40.0,50.0,49.963181148748156,50.0,0,2,1.0206185567010309,0.605890428280033,B_low_frequency
