product_id,city_name,mean_daily_demand,std_daily_demand,active_days_in_window,unit_cost,cost_data_status,lead_time_days_param,target_service_level_param,lead_time_demand,safety_stock,reorder_point,target_stock_level,lead_time_source,service_level_source
333785,HR-NCR,3196.8,302.06,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,9590.400000000001,861,10452,32829,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
391305,Bengaluru,2911.05,187.46,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,8733.150000000001,535,9269,29646,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3898,HR-NCR,2805.95,422.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,8417.849999999999,1203,9621,29263,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
19512,Mumbai,2773.85,176.35,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,8321.55,503,8825,28242,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3889,Bengaluru,2748.15,255.37,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,8244.45,728,8973,28210,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
19925,Delhi,2647.55,338.76,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,7942.650000000001,966,8909,27442,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
160704,Delhi,2643.55,246.24,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,7930.650000000001,702,8633,27138,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
400105,Delhi,2480.3,465.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,7440.900000000001,1326,8767,26129,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
423735,Delhi,2263.05,343.87,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,6789.150000000001,980,7770,23611,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
10088,Delhi,2232.7,191.83,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,6698.099999999999,547,7246,22874,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
52,Delhi,2091.8,716.65,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,6275.400000000001,2042,8318,22960,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17748,Delhi,2025.0,239.77,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,6075.0,684,6759,20934,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
105,Delhi,1983.9,582.78,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5951.700000000001,1661,7613,21500,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
86446,Delhi,1969.0,215.96,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5907.0,616,6523,20306,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
445675,Delhi,1952.15,815.91,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5856.450000000001,2325,8182,21847,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
259923,Bengaluru,1932.3,251.63,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5796.9,717,6514,20040,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
423735,Bengaluru,1929.6,178.19,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5788.799999999999,508,6297,19804,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
445675,HR-NCR,1892.74,586.13,19,,ORIGINAL_VALID_IN_MASTER,3,0.95,5678.22,1671,7350,20599,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
329500,Delhi,1884.55,275.3,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5653.65,785,6439,19631,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
470636,Delhi,1818.75,272.65,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5456.25,777,6234,18965,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
314,Delhi,1802.6,498.36,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5407.799999999999,1420,6828,19446,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3888,Delhi,1718.05,310.52,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5154.15,885,6040,18066,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
339309,Delhi,1714.4,221.44,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5143.200000000001,631,5775,17775,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
15907,Delhi,1685.55,641.13,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5056.65,1827,6884,18683,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
423735,HR-NCR,1669.3,200.02,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,5007.9,570,5578,17263,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
23383,Bengaluru,1631.05,269.49,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4893.15,768,5662,17079,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
486124,Delhi,1606.8,1247.36,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,4820.4,3555,8376,19623,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17748,HR-NCR,1600.0,327.1,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4800.0,932,5732,16932,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
352443,Delhi,1595.2,578.29,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4785.6,1648,6434,17600,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
10088,Bengaluru,1568.25,162.87,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4704.75,465,5170,16148,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
19924,Delhi,1558.5,236.4,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4675.5,674,5350,16259,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
159,Delhi,1528.95,543.03,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4586.85,1548,6135,16838,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
483854,Delhi,1510.95,566.69,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4532.85,1615,6148,16725,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
34778,Delhi,1510.55,463.74,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4531.65,1322,5854,16428,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
237680,Bengaluru,1509.05,196.03,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4527.15,559,5087,15650,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
160704,HR-NCR,1485.75,154.44,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4457.25,441,4899,15299,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
470636,HR-NCR,1473.3,333.06,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4419.9,949,5369,15682,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3888,HR-NCR,1463.9,265.13,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4391.700000000001,756,5148,15395,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
10088,HR-NCR,1441.15,255.36,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4323.450000000001,728,5052,15140,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3913,Delhi,1418.2,193.27,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,4254.6,551,4806,14733,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3889,Delhi,1332.7,786.77,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3998.1000000000004,2242,6241,15569,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3889,HR-NCR,1315.25,442.37,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3945.75,1261,5207,14414,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
391306,Mumbai,1314.95,215.01,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3944.8500000000004,613,4558,13763,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
217614,Delhi,1307.0,250.14,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3921.0,713,4634,13783,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
18546,Delhi,1299.45,310.93,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3898.3500000000004,886,4785,13881,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3881,Bengaluru,1296.0,245.73,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3888.0,701,4589,13661,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
86446,HR-NCR,1289.0,154.45,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3867.0,441,4308,13331,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
192,Delhi,1276.8,226.74,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3830.3999999999996,647,4478,13415,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
9483,Delhi,1267.55,270.51,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3802.6499999999996,771,4574,13447,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
309894,Bengaluru,1257.65,226.2,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3772.9500000000003,645,4418,13222,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
319610,Delhi,1249.1,204.73,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3747.2999999999997,584,4332,13075,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
421703,Delhi,1227.85,151.54,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3683.5499999999997,432,4116,12711,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
365339,Delhi,1217.45,162.17,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3652.3500000000004,463,4116,12638,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3913,HR-NCR,1213.2,197.69,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3639.6000000000004,564,4204,12696,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
329500,HR-NCR,1200.55,655.44,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3601.6499999999996,1868,5470,13874,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
448096,Delhi,1194.35,126.76,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3583.0499999999997,362,3946,12306,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
421703,Bengaluru,1169.55,121.59,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3508.6499999999996,347,3856,12043,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
332744,Bengaluru,1165.65,70.57,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3496.9500000000003,202,3699,11859,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
217614,HR-NCR,1147.0,199.32,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3441.0,568,4009,12038,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17748,Bengaluru,1145.95,197.01,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3437.8500000000004,562,4000,12022,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
192,HR-NCR,1135.45,444.72,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3406.3500000000004,1268,4675,12623,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
24194,Delhi,1134.35,85.44,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3403.0499999999997,244,3648,11588,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
391305,Mumbai,1124.05,187.16,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3372.1499999999996,534,3907,11775,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
362796,Delhi,1123.5,254.91,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3370.5,727,4098,11962,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
4927,Delhi,1113.1,143.11,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3339.2999999999997,408,3748,11539,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
383480,Delhi,1110.2,329.49,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3330.6000000000004,939,4270,12041,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
486376,Delhi,1084.4,401.15,10,,UNRESOLVED_NO_HISTORY,3,0.95,3253.2000000000003,1143,4397,11987,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
19925,HR-NCR,1080.5,116.76,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3241.5,333,3575,11138,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
34778,HR-NCR,1062.5,242.25,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3187.5,691,3879,11316,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
247758,Delhi,1060.9,215.98,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,3182.7000000000003,616,3799,11225,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
369752,Delhi,1053.3,440.04,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3159.8999999999996,1254,4414,11787,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
314,HR-NCR,1050.25,296.42,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3150.75,845,3996,11348,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
374079,Delhi,1034.4,223.7,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3103.2000000000003,638,3742,10982,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
3881,Mumbai,1018.05,183.01,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3054.1499999999996,522,3577,10703,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
448095,Delhi,1012.05,120.61,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3036.1499999999996,344,3381,10465,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
4916,Delhi,1002.95,167.32,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3008.8500000000004,477,3486,10507,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
483854,HR-NCR,1002.4,589.64,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3007.2,1681,4689,11705,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
352443,HR-NCR,1000.85,344.38,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,3002.55,982,3985,10991,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
487714,Delhi,985.0,92.57,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,2955.0,264,3219,10114,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
12872,Mumbai,962.1,86.46,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2886.3,247,3134,9868,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
421703,HR-NCR,939.0,147.58,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2817.0,421,3238,9811,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
253317,Delhi,937.35,310.37,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2812.05,885,3698,10259,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
253317,Bengaluru,908.85,72.71,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2726.55,208,2935,9297,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
14795,Delhi,908.5,79.44,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2725.5,227,2953,9312,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
446707,Bengaluru,908.15,127.53,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2724.45,364,3089,9446,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
176,Delhi,905.95,239.09,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2717.8500000000004,682,3400,9742,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
4943,Bengaluru,904.25,109.94,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2712.75,314,3027,9357,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
388639,Delhi,901.15,242.57,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2703.45,692,3396,9704,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
253317,HR-NCR,899.9,117.71,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2699.7,336,3036,9335,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
467652,Delhi,889.75,166.62,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2669.25,475,3145,9373,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
352443,Bengaluru,887.25,337.96,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2661.75,963,3625,9836,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
283,Delhi,886.95,164.77,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2660.8500000000004,470,3131,9340,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
56692,Delhi,886.0,192.43,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2658.0,549,3207,9409,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
160,Delhi,871.85,260.0,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2615.55,741,3357,9460,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
487713,Bengaluru,865.2,106.17,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,2595.6000000000004,303,2899,8955,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
389735,Delhi,864.0,258.72,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2592.0,738,3330,9378,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
17643,Bengaluru,850.45,88.06,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2551.3500000000004,251,2803,8756,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
403799,Delhi,840.0,224.61,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2520.0,640,3160,9040,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
26923,Bengaluru,838.15,148.91,20,,ORIGINAL_VALID_IN_MASTER,3,0.95,2514.45,425,2940,8807,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
247758,HR-NCR,836.3,92.5,10,,ORIGINAL_VALID_IN_MASTER,3,0.95,2508.8999999999996,264,2773,8627,NOT_AVAILABLE_IN_SOURCE (Configured Parameter),NOT_AVAILABLE_IN_SOURCE (Configured Parameter)
